name,urn,country,products,brandname
Fattoria Poggio Capponi di Giovanni R.Colzi,1X07M01Z,Italy,Poggio Capponi Riserva;Petriccio Red;Tinorso Red,
Fattoria Vignavecchia,1X07K6QS,Italy,Chianti Classico DOCG Riserva;Chianti Classico DOCG,
Fattoria dei Barbi,1X07K7SN,Italy,Brunello di Montalcino Riserva 2006;Rosso di Montalcino DOC 2010;Brunello di Montalcino 2007,
Fattoria del Cerro,1X05X6F3,Italy,Rosso Di Montepulciano Wine;Vino Nobile Di Montepulciano Wine,
Fattoria di Grignano Prop. Mida Milano srl,1X07LZY5,Italy,Chianti Rufina Riserva 2006;Chianti Rufina 2009,
Fattoria di Montemaggio SAS,1X05V31Q,Italy,Chianti Classico Montemaggio 2007;Italian Red Wine;Chianti Classico Riserva Montemaggio 2007,
Fazi Battaglia Soc Agricola SPA ,1X0609EV,Italy,Gersemi Red Wine;Pasiteo Red Wine;Salarco Red Wine,
Ferngrove Wines,1X08SRED,Australia,Ferngrove Majestic Cabernet Sauvignon;Ferngrove Frankland River Shiraz;Ferngrove Symbols Cabernet Merlot,
Ferrari F.lli Lunelli S.p.A.,1X06VHD8,Italy,Valdobbiadene Prosecco Superiore Brut;Ferrari Perle Rose;Ferrari Perle Trento;Ferrari Brut NV;Chianti Classico DOCG;Pinot Grigio 2011,
Ferraris Luca Vineyard,1X05VNEP,Italy,"Moscato D'asti Docg ""Il Giaj"";RUCHE DI CASTAGNOLE MONFERRATO ""OPERA PRIMA"";Barbera D'asti ""Del Martin"" DOCG;Malvasia Di Casorzo ""Dulcis In Fundo"" Doc;Ruché Di Castagnole Monferrato Bric D'Bianc;Ruchè di Castagnole Monferrato ""Clasic"" DOCG",Luca Ferraris;Luca Ferraris;Luca Ferraris
Festival City Wines & Spirits Pty Ltd,1X09UU1H,Australia,Sauvignon Blanc 2015;Francesco Reserve Shiraz 2012;Cabernet Sauvignon 2013;Shiraz 2014;Alexia 2014;Sangiovese Shiraz Cabernet 2013;Pinot Grigio 2015,
Feudi del Pisciotto,1X06VH4H,Italy,Sicilian Merlot 2008;Nero d'Avola Versace;Cerasuolo di Vittoria 2008,
Feudo Principi di Butera srl,1X06VHI3,Italy,Nero d'Avola 2009,
Fides Winery Co,1X08SP9O,Hong Kong,Red Wine,
Fidora Organic Wines Viticoltori Di Venezia Azienda Agricola Lorenzo Fidora,1X099YOI,Italy,Moscato Organic Sparkling Wine;Amarone Organic Red Wine;Chardonnay Venzia;Prosecco Organic Sparkling Wine;Prosecco Brut,
Field Vineyards,1X0892HD,USA,2004 Katarina Cabernet Sauvignon;2003 Katarina Cabernet Sauvignon,
Filips Wine,1X06XGBD,France,Chateau Montrose J. L. Charmolue 1995;Mouton Rothschild 2008;Chateau Palmer 2007,
Filus s.a.,1X09TWQM,Argentina,Filus Reserve Malbec;Medrano Estate Malbec;Filus Malbec;Lazos Terra Malbec;Filus Malbec 2016;MCC;Filus Cabernet Sauvignon 2016;Medrano Limiitado Malbec;Filus Torrontés 2017,
Finca La Blanca SL,1X087NX6,Spain,Ribera De Los Molinos Red;Marinada;Monte Don Lucio Cabernet Sauvignon;Monte Don Lucio Reserva;Monte Don Lucio Sauvignon Blanc;D´Lucio White;Monte Don Lucio Tempranillo;D´Lucio Rose,
Finca Sophenia S.A.,1X06WAVB,Argentina,Cabernet Sauvignon 2010;Malbec Reserve 2010;Malbec 2009;Finca Sophenia ,
Finca Valdeguinea ,1X087TC9,Spain,Finca Valdeguinea Crianza 2010;Finca Valdeguinea Young 2012;Finca Valdeguinea Seleccion 2009,
Fincas de la Juanita S.A.,1X07LJVK,Argentina,2010 Malbec;Juana De Sol Estate;Juana De Sol Reserve;2011 Malbec;Juana De Sol Trino,Juana de Sol;Juana de Sol;Juana de Sol
Fine Cape Wine,1X06XE2S,South Africa,De Grendel Rubaiyat;Round House Shiraz 2009;Louisvale Chardonnay;De Grendel Shiraz 2010;Louisvale Chardonnay 2010;De Grendel 2009;Round House Shiraz 2011;Louisvale Unwooded Chardonnay,
Five Star Cellars Inc,1X088PEJ,USA,Cabernet Sauvignon;2007 Five Star Stellar;Stellar Red Wine;Reininger 2007 Merlot;2010 Hart & McGarry Cabernet Sauvignon,
Five Star Wine International Limited,1X05V4L3,Hong Kong,Premium Red Wine Series;Bordeaux Grand Cru Classe;Le Beau Moulin;Berthenon Red Wine;Bordeaux AOC;Red Wine,
Foffani,1X05V8MQ,Italy,Foffani Pinot Grigio 2010;Foffani White Merlot;Foffani Cabernet Sauvignon 2005;Bottled Red Wine,
Fogarty Wine Group,1X06UPCL,Australia,Cabernet Sauvignon 2009 Reserve;Barking Owl Shiraz Viognier 2009;Fogarty Wine Group,
Food and Wines Gallery Ltd,1X07N1FI,Greece,Nemea 2008;Greek Retsina;Nikolas Claudia Papayianni,
Fossacolle,1X07K7WJ,Italy,Brunello di Montalcino;Rosso di Montalcino,
Fountain of Fortune Five Pty Ltd,1X09U9YB,Australia,Grandeur Wellington Bin7 Cabernet Sauvignon;Grandeur Wellington Bin10 Shiraz;Grandeur Wellington Bin17 Cabernet Sauvignon;Grandeur Wellington Bin19 Cabernet Merlot,
Fox Cellars Limited,1X09SRP2,Hong Kong,Clos de Vougeot Pinot Noir 2009;Givry 1er Cru Pinot Noir 2013;Échezeaux Pinot Noir 2007,
Fox Run Vineyards,1X06WKNP,USA,Riesling 2009;Arctic Fox;Cabernet Franc 2008,
Francavilla Societa Agricola S.R.L.,1X05X6E4,Italy,Vino Nobile di Montepulciano DOCG 2008 Riserva;Vino Nobile di Montepulciano 2007 Riserva DOCG;Vino Nobile di Montepulciano 2007 DOCG;Vino Nobile di Montepulciano 2008 DOCG;Vino Nobile di Montepulciano DOCG 2009,
France Uncorked Ltd,1X088PV2,United Kingdom,Chateau de Bensse AOC Medoc Cru Bourgeois,
Franco Mondo ,1X087HZM,Italy,Franco Mondo Di Vino;Barbera D’Asti Vintage 2013;Franco Mondo Vigna del Salice,
"Franja Roja, S.L.",1X05XZJK,Spain,Dues Syrah 2008;Jose L. Ferrer Crianza Wine;Dues Cabernet Sauvignon 2008,
Frank Family Vineyards,1X07LX72,USA,Frank Family Vineyards Chardonnay 2011;Frank Family Vineyards Cabernet Sauvignon 2009;Frank Family Vineyards Pinot Noir 2011,
Fraser Gallop Estate,1X09AEXX,Australia,Fraser Gallop Estate,
Fratelli Ponte Vini sas di Ponte Giuseppe ,1X06U3GB,Italy,Roero Arneis D.O.C.G;Barolo DOCG 2005;Fiore Di Loto Moscato;Piemonte Barbera D.O.C;Barbera d'Asti D.O.C.G Superiore;Moscato d' Asti D.O.C.G.;Barbera d'Asti 2009;Barolo D.O.C.G;Roero Arneis 2010;Barolo D.O.C.G.,
Frisson Winery/Abigail Adams Wine Co.,1X0A842M,USA,Wine;Frisson Chardonnay 2014;Wine ,
Frogmore Creek Wines,1X060HJ2,Australia,Frogmore Creek Pinot Noir;2007 Pinot Noir;2010 FGR Riesling;Frogmore Creek Chardonnay;2008 Iced Riesling;Riesling Wine,
From Galicia Group ,1X07KU6C,Spain,Aguiuncho Selección. Spanish (Galician) White Wine. P.D.O Rías Baixas (Albarino);Gundian. Spanish (Galician) White Fine Wine. P.D.O Rías Baixas (Albarino);Vendetta Spanish White Wine P.D.O ;Albamar. Spanish (Galician) White Fine Wine. P.D.O Rías Baixas (Albarino);Anada De Baladina. Spanish (Galician) White On Lees Fine Wine. P.D.O Rías Baixas (Albarino);Pepe Luis. Spanish (Galician) White Fine Wine. P.D.O Rías Baixas (Albarino);Mar De Ons. Spanish (Galician) White Fine Wine. P.D.O Rías Baixas (Albarino);Parlaza. Spanish Red Wine. P.D.O Rioja;Altrejo Vendimia. Spanish Red Wine. P.D.O Ribera Del Duero;Pedralonga Spanish White Wine P.D.O,
Fruitful Harvest International Limited,1X098FO3,Hong Kong,"Kiso Sansen Togenkyo Daiginjo;2011 Gandolini Las 3 Marias Vineyards Cabernet Sauvignon;Kiso Sansen ""Buryo Togen""Junmai Daiginjo;Ninki Rice Magic Sparkling Red Junmai Daiginjo;Chateau Fortia' Chateauneuf-Du-Pape Cuvee du Baron;Rice Magic Sparkling Junmai Daiginjo 人氣一  氣泡純米大吟醸;Kiso Sansen Nijino Shirabe 木曽三川純米吟醸""虹之旋律"";Hokkaido Wine Otaru Niagara Sparkling;Kunimare Mare Daiginjo;Umegae-Shuzo Peach Liqueur",
Fundacion Castilla La Mancha Tierra de Vinedos,1X087TD8,Spain,Luna Lunera 2012;Dehesa De Luna 2011;Dehesa De Luna Tempranillo 2011,
GAVIOLI ANTICA CANTINA  Srl,1X08T6I0,Italy,Metodo Charmat Lambrusco D. O. C. di Grasparossa di Castelvetro_Amabile Wine;RIFERMENTAZIONE METODO ANCESTRALE Wine;Metodo Classico Spumante Brut Wine;METODO CLASSICO Pas Dosé Wine;Metodo Charmat Lambrusco D. O. C. di Grasparossa di Castelvetro Secco Wine;Metodo Charmat Pignoletto D. O. C. Wine;Metodo Charmat Lambrusco D. O. C. di Sorbara secco Wine;Metodo Charmat Prosecco D. O. C. Wine,
GEMMA  Srl,1X09U5BA,Italy,Italian Nebbiolo 2008;Italian Nebbiolo 2013;Italian Nebbiolo 2012,
GNT Fine Wines Pty Ltd,1X07K7LU,Australia,Alpha Crucis 2010 Winemakers' Red Wine Series;Alpha Crucis Titan Shiraz 2010,
"GRANACER - Administracao de Bens, S.A.",1X06USG8,Portugal,Red Wine,
GRM Vins,1X05ZB4Z,France,Baron Pichaux;Marquis De La Clède Bordeaux;La Clede;Baron De Lubernac Bordeaux Rosé;Les Satellites Lussac Saint-Emilion;Montagne-Saint-Emilion Wine,
Ganja Sharab-2,1X09VKKS,Azerbaijan,Azerbaijan Cinar 2014;Azerbaijan Cabernet Sauvignon 2013;Azerbaijan Yeddi Gozel 2014,
"Gansu Zixuan Wnie Co., Ltd.",1X06246I,Mainland China,Cabernet Sauvignon Red Wine;Merlot Organic Wine;Cabernet Sauvignon 2006;Merlot 2006,
Garbin Estate Wines,1X0A76RR,Argentina,Malbec Viñas del Tango Reserve;Malbec reserve Marques del Sur,"Marques del Sur, Vinas del Tango, Viejo Rincon, Vinas y Parrales, Alonkura, Pico de Oro, Concilio;Marques del Sur, Vinas del Tango, Viejo Rincon, Vinas y Parrales, Alonkura, Pico de Oro, Concilio;Marques del Sur, Vinas del Tango, Viejo Rincon, Vinas y Parrales, Alonkura, Pico de Oro, Concilio"
Garbin State,1X06WAX9,Argentina,Cabernet Sauvignon Reserve 2009;Syrah 2010;Malbec Reserva 2009,
Gatt Wines,1X07N1JE,Australia,Gatt Shiraz High Eden 2009;Eden Springs High Eden Riesling 2009;Gatt Shiraz Old Wine 2010,
Gattavecchi,1X05V3AH,Italy,Vino Nobile di Montepulciano Red Wine;Rosso di Montepulciano Red Wine,
Gauchezco Vineyard & Winery,1X099PLC,Argentina,Gauchezco Plata Malbec;Gauchezco Oro Malbec;Gauchezco Reserva Malbec,
Gd Collections,1X099TD8,France,Belveze 2011;Minervois;Insolence,
Gemtree Vineyards PTY Ltd,1X07K9DW,Australia,Sacredtree Red Jade Shiraz;Sacredtree Phantom Red Blend III;Sacredtree Moonstone Savagnin;Black Jade Shiraz 2010;White Lees Shiraz 2010,
Gerard Bertrand,1X060RP2,France,Domaine De L'Aigle Pinot Noir;Gerard Bertrand Classic Syrah;Domaine De Villemajou Rouge Wine,
Giacomo Vico,1X05ZTNY,Italy,Barbera D’Alba;Barolo 2006;Langrie Chardonnay,
Gianni Brunelli - Le Chiuse di Sotto,1X06TT0L,Italy,Rosso di Montalcino DOCG 2004;Brunello di Montalcino DOCG 2006,
Giavelli srl,1X07MB7W,Italy,Amarone della Valpolicella DOCG Classico;Cavalla Bianca;Toro Italiano,
Gimenez Mendez,1X06WLRI,Uruguay,Alta Reserva Tannat;Premium Tannat;Red Wine,
Ginsberg + Chan,1X07JB9U,Hong Kong,Les Quartz Domaine du Caillou 2004;Malbec 2012;Chateau Lafite Rothschild 2000;Magnum 1996;Meo Camuzet Nuits St Georges 1er Cru Aux Murgers 2009;Comte Liger Belair La Romanee Grand Cru;Double Magnum 1998;1999 Barolo;Cave Spring Riesling Icewine 2007;Nuits Saint Georges Jacques-Frederic Mugnier Premier Cru 2007,
Giordano Vini spa,1X0604VT,Italy,Barbera d' Asti Maestri Italiani 2009;Tuscany Giordano;Eventus Giordano;Rinforzato Rosso Puglia IGT 2009;Piuuve Unico (Plus) Giordano;Eventus Primitivo Salento IGT 2009,
Gironde et Gascogne SARL,1X060VJW,France,Chateau Ramage La Batisse 2010 Haut-Hedoc;Le Pin De Belcier 2008 Castillon - Cotes de Bordeaux;Chateau Ramage La Batisse 2005 Haut-Medoc;Chateau Ramage La Batisse 2008 Haut-Medoc;Chateau Tourteran 2005 Haut-Medoc;Chateau de Belcier 2003 Cotes de Castillon;Chateau de Belcier 2009 Cotes de Bordeaux;Chateau de Belcier 2005 Castillon-cotes de Bordeaux,
Giusti Wine,1X08T769,Italy,Giusti Amarone Della Valpolicella 2012;Giusti Rosalia Glera 2012;Giusti Asolo Prosecco Superiore Docg Brut;Giusti Umberto I Rosso Veneto 2009;Amarone Classico DOCG Giusti;Giusti Asolo Prosecco Superiore Docg Extra Dry;Giusti Umberto I;Valpolicella Ripasso Superiore DOC Giusti,
Gladstone Vineyard,1X06WM60,New Zealand,"Gladstone Vineyard Pinot Noir 2009;12,000 Miles Pinot Noir 2008",
Glen Carlou Vineyards (Pty) Ltd,1X0A87LU,South Africa,Pinot Noir 2015,"Glen Carlou, HAVEN;Glen Carlou, HAVEN;Glen Carlou, HAVEN"
Global Wine Exports,1X05XUWM,USA,Stonehedge Merlot 2007;Cafaro Cabernet Sauvignon 2006;Yorkville Cellars Cabernet Sauvignon 2007,
Gonzalez Byass,1X05XZKJ,Spain,Vilarnau Cava Rose Wine;Beronia Reserva Red Wine;Tio Pepe Dry Sherry;White Wine,
Good Wine Cellar Ltd,1X08TLWD,Hong Kong,Piccini Memoro Vintage;Casa Coro Gran Reserve Chardonnay;Atelier Mavro Kalavritino - Cabernet Sauvignon 2013;Tosti Pink Moscato;Piccini Memoro Vino Rosso d’Italia;Casa Coro Quartet 2011;Casa Coro Cabernet Sauvignon 2012;Casa Coro Gran Reserve;Atelier Mavro Kalavritino Cabernet Sauvignon,
Gordon Estate,1X07MNSB,USA,Gordon Estate Merlot 2008;Gordon Estate Kamiak Rock Lake Red;Gordon Estate Syrah 2009;Gordon Estate Cabernet Sauvignon 2009;Gordon Estate Cabernet Sauvignon 2010;Gordon Estate Merlot 2010;Gordon Estate Syrah 2010,Gordon Estate Wines;Gordon Estate Wines;Gordon Estate Wines
Gouguenheim Winery,1X06WB30,Argentina,Torrontes 2011;Red Melosa 2006;Malbec 2010,
Graces Harvest International Limited,1X0A8GTV,Hong Kong,Toro Reserva Wine;CAVA BRUT Wine;Rioja Wine;Toro Wine;Utiel-Requena Wine,
Gracious Trading Company Limited ,1X0ALE0U,Hong Kong,Quivira Flight Zinfandel;Perlage Col di Manza DOCG;Quivira Fig Tree Sauvignon Blanc,
Grand Napa Vineyards,1X06WPW1,USA,Grand Napa Vineyards 2009 Cabernet Sauvignon;Red California Blend 2010;Grand Napa Vineyards 2007 Cabernet Sauvignon;Heir Apparent 2013 Cabernet Sauvignon Reserve;Napa Valley White Wine;Grand Napa Vineyards Zinfandel 1999;Cabernet Sauvignon Wine;Napa Valley Chardonnay;Grand Napa 2014 Rutherford Cabernet Sauvignon;Red Wine,
Granda Food and Wines Ltd,1X04UWOO,Hong Kong,"2013 La Tunella Biancosesto D.O.C;Vignamaggio,Chianti Classico Gran Selezione,“Riserva Di Monna Lisa”;Le Dragon de Quintus 2013;2009 Vignamaggio Terre Di Prenzano Chianti Classico D.O.C.G;Vignamaggio Cabernet Franc 2007;Jean Milan Grand Cru Cuvée Tendresse Blanc De Blancs (Tender);Vignamaggio Obsession I.G.T 2009;Domaine de Saint Just Coulée de Saint-Cyr Saumur Blanc;2011 Az.Agr.Abbona Marziano Barolo Cerviano;Corton Le Rognet, Maison Roche De Bellene Grand Cru 2014",VIGNAMAGGIO;VIGNAMAGGIO;VIGNAMAGGIO
Grandes Vinos y Vinedos,1X07KU7B,Spain,Beso de Vino 2009;Monasterio de las Vinas Reserva 2006;Corona Daragon 2011,
Grant Burge Wines,1X06XE1T,Australia,Grant Burge Meshach Shiraz;Abednego Shiraz Grenache Mourvedre;Grant Burge Moscato Frizzante;Grant Burge Shadrach Cabernet Sauvignon;Pinot Noir Chardonnay NV;Grant Burge Filsell Shiraz,
Great Success International Trading Ltd.,1X0AJ7QP,Hong Kong,FMCG,
GreatWall Chateau Yunmo,1X09VIKY,Mainland China,Chateau Yunmo Cabernet Sauvignon Superior Selection 2012;Chateau Yunmo Cabernet Franc Reserve 2012;Chateau Yunmo Greatwall Riesling Reserve 2012,
Greenpiper Wines,1X06TSH7,Australia,Shiraz Cabernet;Shiraz;Butler Crest Cabernet Merlot;Night Harvest John George;Butler Crest Premium Range Cabernet Sauvignon,Night Harvest and Butler Crest;Night Harvest and Butler Crest;Night Harvest and Butler Crest
Grover Vineyards Ltd.,1X08AAWA,India,Grover La Réserve;Grover Sauvignon Blanc;Grover Art Collection Cabernet Shiraz;Zampa Soirée Brut;La Reserve Blanc;Vijay Amritraj Reserve Collection White;Vijay Amritraj Reserve Collection Red;Grover Art Collection Rosé;Zampa Chêne Grande Reserve;Grover Art Collection Viognier,
Growers Wine Group,1X09UA7Z,Australia,2015 Mayfield Wine Shiraz;2015 South Australia Cabernet;2015 South Australia Shiraz;2013 Possum Creek Barossa Shiraz;2015 Mayfield Wines Cabernet;2015 Limestone Coast Shiraz;2015 Limestone Coast Cabernet,
Grup Pons,1X06VTRU,Spain,Sisquella 2010;Alges 2009;Roc Nu 2009,
Grupo Belen,1X07MAAW,Chile,Palafitos de Mar Reserva Chardonnay;Palafitos De Mar Ultrapremium;Niebla Reserve Carmenere;Pelusas Ultrapremium Cabernet Sauvignon-Syrah;Caireles Late Harvest;Zorzal Eggo Tinto De Tiza;Pelusas Winemaker Selection Cabernet and Syrah Blend;Matinal Gran Reserva Carmenere;Iwana Gran Reserve Cabernet Savignon;Wine from Chile,"Morande, Vistamar, Mancura, Zorzal and Fray Leon;Morande, Vistamar, Mancura, Zorzal and Fray Leon;Morande, Vistamar, Mancura, Zorzal and Fray Leon"
Grupo Dominio de Tares,1X087S4K,Spain,Baltos Red Wine;Cepas Viejas;Godello White Wine,
Grupo Galvez,1X06TVNS,Argentina,Sin Fin Guarda Malbec 2007;Sin Fin Guarda Sauvignon Blanc,
Grupo Pierola,1X099SYQ,Spain,Piérola Reserva 2005 Rioja;Bodegas Fernandez de Pierola Cyatho 2014;Traslascuestas Roble Bodegas Fernandez de Pierola,
Gruppo Italiano Vini S.p.A.,1X06VHL0,Italy,Cavicchioli Lambrusco;5 Stelle Sfursat;Chianti Classico Reserva 2006;Cavicchioli Malvasia;Cavicchioli Moscato;Amarone della Valpolicella Classico,
Guangzhou Red Pony Wines and Spirits Co Ltd,1X09U2S2,Mainland China,Songe Amourache VDCE Rouge Demi-sec;Petit Poney Languedoc;Petit Poney Blanc;Petit Poney Pays d'Oc Syrah;Petit Poney Noble Rot/Botrytis Wine;Petit Poney BDX Blanc;Songe Amourache Languedoc;Petit Poney Pays d'Oc Cabernernet Sauvignon;Petit Poney Rouge;Petit Poney BDX Boise,
Guangzhou Red Pony Wines and Spirits Incorporated Company,1X0A7OV5,Mainland China,Champagne Baron-Fuente Traditional Brut;Petit Pony VDF Merlot;Petit Poney Languedoc;Songe Amouraché Méditerrannée;Petit Poney Noble Rot/Botrytis Wine;Petit Poney Merlot;Songe Amourache Lirac;Petit Poney Ventoux;Petit Poney Pays d' Oc Sauvignon Blanc;Chateau Lieujean Haut Medoc Cru Bourgeois;Songe Amouraché VDCE Rouge;Petit Poney BDX Boisé,
Guglielmo Winery Inc,1X09RG6I,USA,Almond Sparkling Wine;Tre,
Guidi 1929,1X08UEL9,Italy,Rose IGT;Chianti Riserva DOCG;Chardonnay IGT,
HONG KONG WINE CELLAR LIMITED,1X08819O,Hong Kong,Pierre Thomas Chablis Premier Cru;Givry Premier Cru;Chateauneuf du Pape,
HUARPE  RIGLOS,1X09TWTJ,Argentina,Huarpe Wines;Riglos Wines,
Hacienda del Plata Winery,1X09AFK7,Argentina,Hacienda del Plata Zagal Cabernet Sauvignon;Arriero;Nevisca;Hacienda del Plata  Mayoral Grand Reserve;Hacienda del Plata Zagal REd Blend;Mayoral Grand REserve ;Hacienda Del Plata Zagal Malbec;Hacienda del Plata Arriero Blend Reserve;Zagal malbec,
Hainle Vineyards Estate Winery,1X07LX45,Canada,Deep Creek Wine Estate 2004 Zweigelt Estate;2004 Hainle Vineyards Riesling Estate Ice wine;2007 Pinot Noir Estate Reserve,
Hanover Park Vineyard,1X0896PT,USA,Early Twilight;Michael's Blend 2008;Chambourcin 2008;1897 Hanover Park Vineyard;Mourvedre 2008;Courtney Red,
Hart of the Barossa,1X06TSO0,Australia,Hart of the Barossa Cabernet Sauvignon 2010;Hart of the Barossa Shiraz 2009;Hart of the Barossa 2010,
Harvey River Estate,1X09AF2P,Australia,Fishbone 2012;Margaret River Fishbone 2011;Harvey River Shiraz 2012,
Haskell Vineyards,1X06W9RI,South Africa,Aeon Syrah 2008;Chardonnay 2010;Pillars 2008,
Heirloom Vineyards,1X09U9ZA,Australia,Dandelion Vineyards Lioness Of Mclaren Vale;Heirloom Vineyards Barossadd;SISTER’S RUN Old Testament Coonwarra,
Henriquez Hermanos Ltda,1X09UHG5,Chile,Aromo Marselan - Carmenere;Aromo Private Reserve Cabernet Sauvignon;Aromo Private Reserve Sauvignon Blanc;Aromo Winemaker's Selection Cabernet Sauvignon - Syrah;Aromo Chardonnay;Aromo Private Reserve Malbec;Artemisa Late Harvest Muscat of Alexandrie;Aromo Barrel Selection Cabernet Sauvignon - Carmenere - Petit Verdot;Aromo Cabernet Sauvignon;Aromo Brut,
Henry Louis Wines,1X08952J,USA,California Cab. S. 2010;Capay Valley Vineyards;Silver Mountain Vineyards 2007 Pinot Noir,
"Herdade Fonte Paredes SAG, Lda",1X0882L9,Portugal,Herdade Santa Ana Reserva;Herdade Fonte Paredes Reserva;Herdade Fonte Paredes Grande Reserva,
Herdade da Calada,1X07K8DZ,Portugal,2006 Vinho Tinto;2010 Vinho Tinto,
Heredad Oller del Mas,1X06VT9C,Spain,Bernat Oller 2007;Petit Bernat 2010;Arnau Oller 2007,
"Heredad Ugarte, S.A.",1X05XZLI,Spain,Tempranillo 2006;Martin Cendoya Reserva 2006;Crianza 2007;Martin Cendoya Malvasia 2009;Red Wine;Crianza 2008,
Heumann winery,1X08SWYE,Hungary,Heumann Villanyi Franc 2012 DHC Villany (Hungary);Heumann Kékfrankos Reserve 2013 - DHC Villany (Hungary);Hungary Heumann Kékfrankos Reserve 2013;Heumann Terra Tartaro 2011 - DHC Villany (Hungary);Hungary Heumann Villányi Franc 2012;Heumann Lagona 2013 - DHC Villany (Hungary);Heumann Kadar_O 2015 - DHC Villany (Hungary);Hungary Heumann Terra Tartaro 2011;Heumann Eric's Dream 2015,Heumann;Heumann;Heumann
Hic Et Nunc,1X0AKVF0,Italy,Màrsia BRUT ROSÈ 100% BARBERA Wine;Mète Brut ROSÈ 100% Grignolino Wine ;Càstore BARBERA DEL MONFERRATO DOC Wine;Tèmi CORTESE DOC Wine,
Ho-Lan Soul(NingXia) International Wineries Company Limited,1X09VI6C,Mainland China,China Cabernet Sauvignon 2013;China Marselan 2014;China Riesling 2015,
Hoggies Estate Wines,1X09VJLU,Australia,Australia Hoggies Estate Wines Cabernet Sauvignon Red 201;Australia Hoggies Estate Wines Sauvignon Blanc 2015;Australia Hoggies Estate Wines Shiraz 2014,
Home of Origin Wine (Pty) Ltd,1X0A83J8,South Africa,Stellenbosch,
Hoopenburg Wines,1X087GPZ,South Africa,Cabernet Sauvignon;Shiraz;Red Wine;Merlot,Hoopenburg;Hoopenburg;Hoopenburg
Huerta de Albala,1X07KU8A,Spain,Taberner 2007;Barbazul Huerta de Albala;Red Wine,
Hugh Hamilton Wines,1X06WHOX,Australia,2009 Shiraz Viognier;2009 Shiraz;2009 Cabernet Sauvignon,
Hy Wines Selections,1X0AKD8P,France,Champagne Waris & Filles;Champagne Waris & Filles - Grand Cru;Burgundy - Domaine de la Choupette;Gewurztraminer Grand Cru Mandelberg;Chassage Montrachet 1er Cru;Chat Cuvée Prestigeeau des Arras -;Chateau Des Arras Tradition,
I.Quantum,1X06XGH7,France,Bourdic Syrah Grenache 2009;Domaine de la Provenquière Vermentino;Moulin de Lène 2010,
IBCWORLD,1X05SYHP,Italy,Italian Wine Series;Olive Oil;White Wine;Italian Extra Virgin Olive Oil;Red Wine;Italian Pasta Series,
ITALIAN BEST LTD,1X0AKOJH,Hong Kong,Quattro Filari Barbera d'Alba DOC Superiore,
Icone,1X06WTK1,Italy,Merlot 2008;Syrah 2008;Nero d'Avola 2008,ICONE ITALIAN WINE;ICONE ITALIAN WINE;ICONE ITALIAN WINE
Il Botolo - Societa Agricola ,1X07MBTA,Italy,2009 Barbera,
Il Colombaio di Cencio,1X05V46I,Italy,Il Futuro I Massi Wine;Chianti Classico Riserva Wine;Chianti Classico I Massi Wine,
Il Marroneto,1X09A4N1,Italy,Il Marroneto Red Wine 2010;Il Marroneto Red Wine 2008,
Imperial Horse International Winery (NingXia)Company Limited,1X09VI1H,Mainland China,China Cabernet Sauvignon 2013;China Chardonnay;China Merlot,
Inspire Vintage (Australia) Pty Ltd,1X088PNA,Australia,Bossley Estate Winemaker Reserve Shiraz;Inspire Estate Premium Reserve Shiraz;Rockart Estate Reserve Shiraz Cabernet,
Inurrieta SL,1X099SDB,Spain,Altos De Inurrieta Red Wine DO Navarra ;Inurrieta Mediodia Rosé Wine DO Navarra;Inurrieta Norte;Inurrieta Orchidea White Wine DO Navarra  ;Inurrieta Sur Red Wine DO Group;Altos De Inurrieta;Inurrieta Norte Red Wine DO Navarra;Inurrieta Orchidea;Laderas de Inurrieta Red Wine DO Navarra;Inurrieta Cuatrocientos Red Wine DO Navarra,
Ismayilli Wine - 2 OJSC,1X0A802Y,Azerbaijan,Chabiant White Semi Sweet;Chabiant Red Semi Sweet;Chabiant Saperavi - Cabernet Sauvignon;Chabiant - Bayan Shira;Chabiant Red Dry;Chabiant Rose Dry;Chabiant White Dry,Chabiant;Chabiant;Chabiant
Isole e Olena S.r.l.,1X05WVPQ,Italy,Chianti Classico Red Wine;Cepparello Red Wine;Vin Santo del Chianti Classico 2003      ,"ISOLE e OLENA, CEPPARELLO;ISOLE e OLENA, CEPPARELLO;ISOLE e OLENA, CEPPARELLO"
Italian Wine Selections,1X05ZAGQ,Italy,Moscato Rosa Rose Wine;Barbaresco Palazzina Red Wine;Prosecco Valdo Biadene Sparkling Wine,
"J. Portugal Ramos Vinhos, S.A.",1X05ZC9R,Portugal,Duorum Reserva Old Vines;Vila Santa Reserve;Vinhas Velhas de Santa Maria;Duorum Reserva 2007;Ramos Reserva 2013;Marquês de Borba Reserva 2012;DOC Alentejo;Conde de Vimioso Reserva;Duorum Reserva Old Vines 2012,
J.J. Mortier et Cie,1X099TZM,France,Chateau Morin AOC Saint Estephe Wine ;Fleur De Marquis De Terme ;CHATEAU DE LA COUR 2015;Chateau Bois De Favereau AOC Bordeaux Superieur Wine ;Chateau De La Cour;Chateau Beauvillage 2014 Aoc Medoc;Chateau Morin  ;Chateau D'arche 2010;Chateau Louvie AOC Saint Emilion Grand CRU Wine ,
