company_name,country,city,address,website,products
"Guangdong Baijia Baiter Industry Co., Ltd.",China,Zhongshan,"BAIJIA-BAITER INDUSTRIAL BUILDING, RIGHT FLANK, WAIHAI BRIDGE, GUZHEN TOWN, ZHONGSHAN CITY, GUANGDONG PROVINCE, CHINA,Zhongshan,Guangdong,China",www.baijia.cc,"Money Detector, detector, Visual DetectorHeavy Duty Counter, money counterVacuum Bundled Banknote Counter Vacuum Bundled Bill Counter Vacuum Bundled Currency Counter . Vacuum Bundled Money Counter"
"GUANGDONG BLUE SEA&SKY E-COMMERCE CO., LTD.",China,Zhanjiang,"K4015, the 4th Floor, Nanjing Base Science and Innovation Service Center of  Zhanjiang High-tech Zone, No. 70, Renmin Dadao Zhong, Zhanjiang,Zhanjiang,Guangdong,China",,heatingSwimmingHot water
"GUANGDONG COMMERCIAL TRADING IMP.& EXP.CORP.,LTD.",China,Guangzhou,"3/F, 819 LONGJINDONGROAD , GUANGZHOU,CHINA,Guangzhou,Guangdong,China",,"Bedside Table Lamp, Latest Trend Lamps, Design Lamps, Top 10 Table Lamps, Contemporary Lamps, Top 10 Floor Lamps, Ceramic Lamps, Marble Lamps, Modern Lamps, Scandi Style LampsTouch Table LampLED reading lamp"
"Guangdong Cooper Optoelectronics Incorporated Co.,Ltd",China,Jiangmen,"BUILDING 6,ZHICHONG INDUSTRY YARD,JIANGMEN CITY,GUANGDONG PROVINCE,Jiangmen,Guangdong,China",http://www.kuboled.com,"COB STRIPLED NEON FLEX, LED STRIP, LED ROPELIGHT, NEON FLEXLED STRIP, STRIP LIGHT, 2835 STRIP, ROPE LIGHT, 24V STRIP, HIGH BRIGHTNESS STRIP"
"GUANGDONG COSIO LIGHTING CO., LTD.",China,Foshan,"FLOOR 15, UNIT D, FOSHAN NATIONAL TORCH INNOVATION PIONEERING PARK, NO. 13, HUABAO NAN ROAD, CHANCHENG DISTRICT, FOSHAN CITY, GUANGDONG, CHINA.,Foshan,Guangdong,China",http://www.cosiolighting.com,"LED LAMPNegative ions, self-cleaning, air purification, sterilization and disinfectionHotel spotlights, downlight"
"GUANGDONG DACHANG ELECTRICAL CO.,LTD",China,Foshan,"DATONG, XIQIAO TOWN, NANHAI DISTRIC, FOSHAN CITY, GUANGDONG, CHINA,Foshan,Guangdong,China",http://www.dachang.cc,"universal socket, socket, plug, extension power strip, adaptorsocket, socket with USB, extension socket with 2 USBsocket, cable, power strip, extension socket usb, thailand extension socket, saudi arabia power extension socket, extension socket manufacturer, multiple socket extension, extension cord, power extension cord"
"GUANGDONG DINGNENG TECHNOLOGY CO.,LTD.",China,Shantou,"INDUSTRY AREA HUXI CHENDIAN CHAONAN SHANTOU GUANGDONG CHINA,Shantou,Guangdong,China",http://www.y-f.cn,"led headlamp, led miner's lamp, led torchmosquito bat, mosqutio swatter, mosqutio racketDN-Li2095"
"Guangdong DP CO., LTD.",China,Guangzhou,"NO.12,KEYUAN ROAD,PRIVATE SCIENCE PARK,BAIYUN DISTRICT,GUANGZHOU,CHINA.,Guangzhou,Guangdong,China",http://www.dpled.com,"high power emergency light/ portable emergency lig, AC emergency light/DC emergency light, home using emergency light, emergency light with eye-, emergency light with eye protection, 9W DP new design led emergency light, solar panel charging port LED emergency lightDP desk lamp flashlight torch, flashlight with long battery life, rechargeable flashlight rechargeable torch, big flashlight big torch, Rechargeable metal flashlight with Li-ion battery, flashlight with Li-ion battery"
"GUANGDONG FENGMING ELECTRONIC TECH. CO.,LTD.",China,Foshan,"NO.1, LONGLE ROAD, HUANGLONG VILLAGE, BEIJIAO TOWN, SHUNDE DISTRICT, FOSHAN, GUANGDONG, 528311, P.R. CHINA,Foshan,Guangdong,China",http://www.bm-cap.com,"MKP Induction heating capacitorDC-LINK CAPACITOR,  ALUMINUM CAN CBB20"
"GUANGDONG FENGZE ELECTRICAL ENGINEERING MANUFACTURE CO.,LTD",China,Foshan,"JIYUE INDUSTRIAL DISTRICT,LELIU CONTAINER,DESTINATION PORT,LELIU TOWN,SHUNDE DISTRICT,FOSHAN CITY,Foshan,Guangdong,China",http://www.sansheele.com," SANSHE,  switch,  socket , Exhaust Fan, Axial Flow Fan, Wall Fan, ceiling non-tubular ventilating fan , ceiling type ventilation fan, plane ceiling stype ventilation fan, Ceiling tubular ventilating fan wall switch and socket , switch with socket ,  SANSHE,  switch,  socket , 3gang 1way switch, push button electric lamp wall switch , 13A universal socket(multiple socket) and switch, 1 gang satellite socket, 1 Gang British / UK Type TV Satellite Aerial Sockewall switch and socket , switch with socket ,  SANSHE,  switch,  socket , 3gang 1way switch, 2 gang 1 way , led push button wall home light switch , 20A double pole switch with light"
"Guangdong Finance Key Supply Chain Management Co., Ltd",China,Guangzhou,"XINGZHONG ROAD ZHONGSHAN CITY SHIQI DISTRICT NO. 11 ROOM 802 A,Guangzhou,Guangdong,China",,LCD display chargerVertical Axis Micro Wind Turbine DC Small Blade Household DIY Production Physical Power Generation Principle12-54 inches Lights Aquatic Plants Grown  Waterproof Fish Tank RGB LED Light for freshwater
"guangdong futina electrical co., ltd.",China,Foshan,"NO.C06-1 JIYUE INDUSTRIAL ZONE, LELIU PORT, GUANGDA RESIDENTS' COMMITTEE LELIU SUB-DISTRICT OFFICES,,Foshan,Guangdong,China",http://www.futinaswitch.com,"switch, wall switch, socket, wiring device, extension cord,  waterproof, quality, USB, wire socketPop-up type floor mounted socket, desktop socket, Electrical Power Ground socket Outlet BoxMCB, miniature circuit breaker, low voltage electrical switch, residual current circuit breaker, circuit breaker"
"GUANGDONG GOLDEN MONKEY TECHNOLOGY CO.,LTD",China,Meizhou,"NO.4 INDUSTRY PARK,TANGXIA ROAD,SHIZHENG TOWN,PINGYUAN COUNTRY,MEIZHOU, GUANGDONG PROVINCE.,Meizhou,Guangdong,China",www.gdmonkey.com,"MUSIC BULB, CRYSTAL MUSIC BULBStarry Projector Bulb, Ramadan Projector bulb, Starry Rotating Bulb, Ramadan Disco Bulb, Ramadan Party BulbRotating Bulb, 3W Color Bulb, USB Rotating Bulb, Phone Bulb, Music Tempo Bulb, Android Rotating Bulb, iPhone Rotating Bulb, Mini RGB Bulb, Mini Magic Bulb, Mini Led Stage Light"
"GUANGDONG GRANDFULL ELECTRONIC INDUSTRIAL CO., LTD.",China,Jieyang,"TANJIAO VILLAGE,PANDONG TOWN,JIEDONG  DISTRICT,JIEYANG,GUANGDONG,Jiedong District,Jieyang,Guangdong,China",http://www.grandfullcable.com,"speaker cable, 0.5㎡ speaker cable, BC speaker cable, 1.0㎡ speaker cable, 1.5㎡ speaker cabletelephone cable/2 pairs telephone cable, 2 pairs FTP telephone cable, tel phone cablelan cable/network cable/cat7 SFTP lan cabel/BC"
"Guangdong Huasheng Electrical Appliances Co.,Ltd",China,Foshan,"NO.13-1 CHANGBAO ROAD EAST, HUAKOU COMMUNITY NEIGHBORHOOD COMMITTEE RONGGUI TOWN,SHUNDE DISTRICT ,FOSHAN CITY.,Foshan,Guangdong,China",http://www.wasung.com,SJOOWpower cordPOWER CORD
GUANGDONG ILLUMINATE THE FUTURE TECHNOLOGY COMPANY LIMITED,China,Zhongshan,"NO.52,FUZHONG ROAD,BANFU TOWN,ZHONGSHAN CITY,GUANGDONG PROVINCE,CHINA .,Zhongshan,Guangdong,China",http://www.hechenglighting1.com,New surface-mounted down lightanti-glare spot light;DIY spot lightNew track light
GUANGDONG JIAHONG COMPANY,China,Guangzhou,"3/F NO. 503 HUANSHIDONG ROAD, YUEXIU DISTRICT, GUANGZHOU, CHINA,Guangzhou,Guangdong,China",,UPS，Uninterrupted Power Supply，High frequency UPSInverter，Solar inverter，Low frequency inverter，Home use solar inverterUPS / Uninterrupted Power Supply / High frequency UPS
"GUANGDONG JINLI ELECTRICAL APPLIANCE CO.,LTD.",China,Foshan,"NO.36, Yanjiang South Rd, Dawan, Leliu Town, Shunde sictrict, Foshan City, Guangdong, China,Foshan,Guangdong,China",http://www.sokswitch.com,"light switch, wall switch, outdoor switch, electric switch , power switch , switch, push button light switch, Light Switch with LED, 1 way switch, 2 gang wall switchflex outlet, blank plate, blank panel, power outlet, plug outlet, power socket, plug socket, wall socket, wall outlet, 20A flex outletswitch , electric switch, wall switch, light switch, European switch, intermediate switch, European standard, european standard switch"
"GUANGDONG JINYUAN SOLAR ENERGY CO.,LTD.",China,Chaozhou,"NO.5-8-3 FACTORY DISTRICT,BEIZHANXI ROAD,CHAOZHOU ECONOMIC DEVELOPMENT PILOT ZONE,CHAOZHOU CITY,GUANGDONG PROVINCE,CHINA,Chaozhou,Guangdong,China",http://www.jinyuanlighting.com,"Multifunctional Headlight, Headlight, LED Lighting, LED Flashlight, Jinyuan Lighting, Tiger Worldmini solar panel, solar panel cell , china solar panel , portable solar panel , solar panel cost, prices for solar panels outdoor lighting,flashlight"
GUANGDONG JLIP HOLDINGS LIMITED,China,Guangzhou,"ROOM 4206-4207,TOWER B,NO.191,WEST TIYU ROAD,TIANHE DISTRICT,GUANGZHOU,CHINA,Guangzhou,Guangdong,China",,"led panel light, ul dlc panel light, cct dimmable panel light, 2*2 side light panelCOB strip lightLED panel light, CE back lit panel, 6060 panel light, LED back lit panel"
"GUANGDONG JUNON SONGTIAN ELECTRICAL APPLIANCE CO., LTD.",China,Foshan,"LONGSHENG SOUTH ROAD, LELIU, SHUNDE,FOSHAN, GUANGDONG.,Foshan,Guangdong,China",http://www.junonelectrical.com,"Recessed Die-Casting LED Downlight, shunde supplied Recessed LED Downlight, down light,  downlight , SHUNDE, LEDElectrical Extension Socket, movable socket, multi-functional movable socket, multi-functional socket, 3 unit Electrical Extension Socket, 3 Electrical Extension Socket, SHUNDELED Bulbs 8W, shunde made E27 LED bulbs, E27, LED bulb , 8W, SHUNDE"
"GUANGDONG KAIHUA ELECTRIC APPLIANCE CO.,LTD.",China,Foshan,"SHANGCHONG DISTRICT,LELIU,SHUNDE,FOSHAN,GUANGDONG,CHINA,Foshan,Guangdong,China",http://www.sdkaihua.com/?_l=en,"European 2 pins plug, Power cord, DIN VDE 0620 Teil 101Power cord, INMETRO Approval, NBR 14136-2002, IEC60884-1 2006, OCP-004 , Brazilian 3 Pins PlugPower cord, UL Approval, CSA Approval, American IEC 60320 C14"
"Guangdong Kangrong High-tech New Material co.,Ltd",China,Foshan,"INDUSTRY ROAD,LANGSHA,LUOCUN,SHISHAN,NANHAI,FOSHAN,GUANGDONG CHINA.,Foshan,Guangdong,China",http://WWW.KANGRONG.COM,"LED, Ceramic, SPOT LIGHTgu10, lampholder, kangrongE27, Plastic Edison Screw Lampholder, kangrong"
"GUANGDONG KEYUAN ELECTRIC CO., LTD",China,Foshan,"No.15,Guohong Road, Changhongling Industrial Park, Phase 2, Shishan Town,Nanhai District,Foshan City, Guangdong Province,Foshan,Guangdong,China",http://www.keyuanelectric.com,"Three phase transformerPad-mounted Transformer， single phase transformer, three phase transformerSingle Phase oil immersed transformer"
"GUANGDONG LAC SMART LIGHTING CO.,LTD",China,Dongguan,"(B AREA)EASTEM FACTORY,NO.4 OF ZHELIAO INDUSTRIAL ZONE,HUAIDE VILLAGE,HUMEN TOWN,DONGGUAN CITY,Dongguan,Guangdong,China",http://www.lacled.com,"LED ceiling light, LED smart ceiling light, LED tuya ceiling light, tuya smart ceiling light, LED wall light, LED smart control lightLED ceiling light, LED smart ceiling light, LED tuya ceiling light, tuya smart ceiling light, LED wall light, LED smart control lightLED ambience light, LED decoration light, LED portable light"
"Guangdong Lemark Electronics Technology Co., Ltd",China,Zhaoqing,"Building 23, Pingfeng Development District, Guangdong-Guangxi  Cooperation Special Experimental Zone, Fengkai County, Zhaoqing City, Guangdong Province.,Zhaoqing,Guangdong,China",http://www.lemark.com.cn/,"600W Power Station, Outdoor Emergency Power Supply, Detachable Outdoor Power Station, solar generator 110v 220v， LEMARK POWER STATIONPortable Power Station, 2000W LiFePO4 Energy Storage Power, Fast Charge Power Station with Bidirectional inverter，LEMARK New Power Station"
"GUANGDONG LIVI ELECTRICAL CO.,LTD",China,Foshan,"NO.5 NORTH MARKET ROAD,GUANGDA COMMUNITY,LELIU TOWN,SHUNDE AREA,FOSHAN CITY,GUANGDONG.,Foshan,Guangdong,China",http://www.gdlivi.com,"PANEL, LED PANEL, DOWNLIGHT, LED DOWNLIGHTstreet, road, ledBULB, LED BULB, LED T BULB"
"Guangdong Marxon Electronics Co.,LTD",China,Zhaoqing,"No.25, Industrial Street, Zhaoqing High-tech Zone,Zhaoqing,Guangdong,China",,Portable Energy Storage
"GUANGDONG MEZIC TECH CO.,LTD.",China,,"No.1-1 and No.3-1 Industrial Area Fazhan Second Road Xin`an Village,Leliu Town,Shunde District,Foshan City,Guangdong,China,China",www.mezic.cn,InverterInverterEnergy storage system
"Guangdong Multifit Solar Co.,Ltd.",China,Shantou,"Room 301A Third Floor, No.6 Keji West Road,Hi-Tech Zone Shantou City,Guangdong China,Shantou,Guangdong,China",www.multifitsolar.com,Vmaxpower Inverter Off Grid 1kw 2kw 3kw 4kw 5kw 6kw 7kw 8kw 10kwPortable Photovoltaic Energy Storage Power SupplyVmaxpower off grid frequency inverter
GUANGDONG NEW ELECTRONIC INFORMATION IMPORT & EXPORT LTD.,China,Guangzhou,"ROOM 707/709/711/713/715/717 SIYOUXINMA ROAD, CHANGCHENG BUILDING,GUANGZHOU,CHINA,Guangzhou,Guangdong,China",,LED bulb
"GUANGDONG QISHAO FOREIGN TRADE INTEGRATED SERVICE CO.,LTD.",China,Shaoguan,"ROOM 317, 3RD FLOOR, COMPREHENSIVE BUILDING, NO.200 TONGGU ROAD, BAITU TOWN, QUANG DISTRICT, SHAOGUAN CITY, GUANGDONG PORVINCE, CHINA,Shaoguan,Guangdong,China",,"Solar Wall Lights Outdoor, 6 LED Waterproof SolarNon-Contact Test Pen Handheld Volt Tester Digital Testing Tools Receptacle Tester Electrician Tool"
"GUANGDONG QISHUN  SILK IMP. & EXP. CO., LTD.",China,Foshan,"ROOM 2803,BUILDING 18,VANKE GOLDEN RIVERSIDE PLAZA,NO.13 DESHENG ZHONG ROAD,GUANGDONG ,CHINA,Shunde District,Foshan,Guangdong,China",http://www.qishunsilk.com,"Terminal block/ ConnectorLED holder, T8 socket, lamp holder"
GUANGDONG RIFENG ELECTRIC CABLE CO. LTD,China,Zhongshan,"GUANGFENG INDUSTRIAL ZONE  WEST DISTRICT ZHONGSHAN CITY, GUANGDONG PROVINCE  CHINA,Zhongshan City,Zhongshan,Guangdong,China",http://www.rfcable.com.cn/,"cable for microwave oven, extension power cable, h07rn-f cable, h05rn-f cableIEC POWER CORD,, EXTENSION CORD,VDE POWER CORD,, AC POWER CORD, IP 44 3pin power cord H01N2-D, , 0361TQ, 318TRS, WELDING CABLE, SILICONE CABLE"
"GUANGDONG RUIRONG PUMP INDUSTRY CO.,LTD.",China,Jiangmen,"NO.22,NORTH 3RD ROAD,DURUAN TOWN,JIANGMEN CITY,GUANGDONG,Pengjiang District,Jiangmen,Guangdong,China","www.mastrapump.com       
www.ruirong.com","solar water pump system, 4 inch, 1500Wsolar water pump system, 3 inch, 500W, submersible pumpsolar water pump system, 4 inch, 600W, submersible pump"
"GUANGDONG SAKO NEW ENEYGY CO.,LTD.",China,Dongguan,"STREET 2,MEILIANG ROAD INDUSTRIAL AREA,SHUJIU VILLAGE,CHANGPING TOWN,DONGGUAN,GUANGDONG,P.R.CHINA,Dongguan City,Dongguan,Guangdong,China",http://www.sakopower.com,"3.5kw hybrid solar inverter, 3.5KW off grid solar inverter, 3.5kw solar inverter, MPPT solar inverter, Inverter with charger, Pure sine wave solar inverter, Hybrid solar inverter with CE/CB certificates, solar inverter without battery800W hybrid solar inverter, Modified sine wave solar inverter , off grid solar inverter , 12VDC Hybrid solar inverter , Hybrid solar inverter with CE/CB cerificates , wide input voltage range solar inverter, with 40A MPPT solar charge controller inbuilthybrid solar inverter, MPPT, work without battery, With CE CB certificate, puresine wave output"
"GUANGDONG SHUNDE OURED TECHNOLOGY CO.,LTD.",China,Foshan,"Guangye 4th Rd.,Leliu,Shunde,Foshan,Guangdong China,Foshan,Guangdong,China",http://www.66oured.com,"Inverter,3000W,PS-3000KARInverter,1000W,1100W,Oured,PM-1100HAInverter,5000W,Oured,PM-5000QBR"
Guangdong Sihui Instrument Transformer works Co Ltd,China,Zhaoqing,"No.8 Fuhua Road Dongcheng Street Sihui Guangdong,China,Zhaoqing,Guangdong,China",http://www.gdshp.com,SF6 Current transformer for GIS or PASSOil immersed current transformerSF6 single inductive voltage transformer 
"GUANGDONG SILK-TEX GROUP CO.,LTD",China,Guangzhou,"198 DONGFENG ROAD WEST, GUANGZHOU,CHINA,Guangzhou,Guangdong,China",http://www.gdsmtx.com/,Voltage regulator
"GUANGDONG SOLAR NATION POWERTECH ENTERPRISES CO.,LTD",China,Guangzhou,"Room108,No.2 Shuichan Street,Qixinggang,Shiliugang Road,Haizhu District,Guangzhou,Guangdong Province,China,Guangzhou,Guangdong,China",,Solar sensor security lightsolar lamp stringSolar Motion Sensor Wall Light
GUANGDONG SUIMING PHOTOELECTRIC CO LTD,China,Foshan,"NO.2,ZHI AN BEI ROAD,JUNAN?COMMUNITY?RESIDENTS?COMMITTEE,JUNAN?TOWN,SHUNDE,FOSHAN,GUANGDONG,CHINA,Foshan,Guangdong,China",http://www.suiminglighting.com,"Solar Home system, solar power kit , solar home lighting system, solar home power system, solar light, solar energy system, solar off grid system, emergency light, soalr power bank, solar bulb LED high bay light 50 watts Led flood light,50 watts led flood lights,flood led light 50w 100w 150w 200w 300w"
"Guangdong Sunrain Air Source Energy Co., Ltd",China,Foshan,"NO.73 Defu Rd. Xingtan Town, Foshan City, Guangdong Province,P.R. of China,Shunde District,Foshan,Guangdong,China",https://www.sunrainheatpump.com/,Wall Mounted All In One Heat Pumpheating and cooling heat pump；heat pump；domestic heating systemR32 Heat Pump；Air Source Heating And Cooling Heat Pump
"GUANGDONG TEA IMP.& EXP. CO.,LTD",China,Guangzhou,"351 TIAN HE ROAD, GUANGZHOU CHINA,Guangzhou,Guangdong,China",http://www.tea-gd.com,"Heater,heaters,Portable heater, Portable heaters,Diesel heater, Diesel heaters,Gas heater, Gas heaters,Electrical heater, electrical heaters,Hot air generator,hot air generators,Mobile heater, mobile heaters,Heating device, heating devices,PROTEMP , REMINGTON"
"Guangdong Techfine Electronic Co., Ltd",China,Foshan,"6 Flo Road, Luocun, Shishan town, South China Sea, Foshan,Foshan,Guangdong,China",http://www.techfine.net/,Solar Gel BatteryOff grid solar hybrid inverterOffline UPS
"Guangdong Wasung Cable Co.,Ltd",China,,"NO.1-2,XINYUAN ROAD,HUAKOU,RONGGUI,SHUNDE DISTRICT,FOSHAN CITY,GUANGDONG,CHINA,China",http://www.wasungcable.com,"Rubber cable，flexible cableRubber cable, Flexible cableRubber cable,Flexible cable"
"GUANGDONG WEIDASI ELECTRIC APPLIANCE CO.,LTD",China,,"WEST HIGHWAY COMMAND CENTER,LINPAN DOWNTOWN,BLUE CITY DISTIRCT,JIEYANG CITY,GUANGDONG PROVINCE.,Guangdong,China",http://WWW.WEIDASI.COM,"rechargeable head lamp, outdoor hiking head lamp, LED hunting head lamprechargeable led emergency light,portable rechargeable emergency light indoor outdoor,led emergency light with three side lightled rechargeable searchlight, search light handheld, outdoor searchlights for sale, powerful searchlight, multifunction led searchlight"
"Guangdong World Opto-Electronic Co.,Ltd",China,Jiangmen,"1ST FLOOR BUILDING, NO.46 KEYUAN XI ROAD, JIANGHAI DISTRICT, JIANGMEN CITY, GUANGDONG PROVICE, CHINA.,Jiangmen,Guangdong,China",http://www.vmax-lighting.com,"solar led street light, led street lights, led solar street light, solar street light, solar street light price list, street led light, street light solar, street lighting led, solar lights for street, solar street led light solar led street light, led street lights, led solar street light, solar street light, solar street light price list, street led light, all in one solar street light, street light solar, street lamp, street lighting ledsolar led street light, led street lights, led solar street light, solar street light, solar street light price list, street led light, all in one solar street light, street light solar, street lamp"
"GUANGDONG XINGUANGYUAN ELECTRONIC TECHNOLOGY Co.,LTD",China,Dongguan,"B ZONE, QIFENG INDUSTRIAL PARKK, NANKENG, QISHI TOWN, DONGGUANG CITY, GUANGDONG, CHINA,Dongguan,Guangdong,China",http://www.xgylighting.com,"New style low voltage LED path light, Factory price umbrella LED light, Waterproof IP65 garden LED lightSpotlight, RGBW color temperature adjustable led downlight, outdoor die-casted aluminum IP65 waterproof Spot Lightssecurity light, LED security light, outdoor waterproof LED security light"
"GUANGDONG XIONGRUN ELECTRICAL CO.,LTD.",China,,"NO.10,XINHUI ROAD, WUSHA INDUSTRIAL PARK, DALIANG, SHUNDE DISTRICT, FOSHAN CITY, GUANGDONG PROVINCE,CHINA,China",http://www.xiongrun.com,power cordpower cordCCC power cord
"Guangdong Yao Sheng Solar Technology Co.,Ltd",China,Meizhou,"Meiahou Economic Development,Meizhou,Guangdong,China",https://www.gdyssolar.com/,"solar product, solar module, pv module, solar panelPV module, solar module, solar panelsolar panel,solar product,pv module"
"Guangdong Yeephenda CO., Limited",China,Dongguan,"Daxin Road 10, Huaide Community, Humen Town, Dongguan City, Guangdong Province,Dongguan,Guangdong,China",www.yeephenda.com,"* Clip design, install conveniently *Perfect lighting effect without yellowish halo *3pcs AAA battery / adaptor workableLED desk light•Imported PC diffusion shell material, lager light emitting area, better uniformity light offering •Silicone+Metal flexible tube design, better touch feeling and wide angle adjustment •Touch control panel, both brightness and color temperature changable, suitable for virous environments"
Guangdong YiLian Cables Company Ltd.,China,Jieyang,"JINTIAN INDUSTRIAL AREA, MIANHU TOWN, JIEXI COUNTY, JIEYANG, GUANGDONG PROVINCE,Jieyang,Guangdong,China",http://www.yiliancable.com,"HIGH QUALITY 24AWG Cat5/Cat5e/Cat6/ UTP/FTP/SFTP Lan cable, communication cable, network cable, hot sales,indoor and outdoor cable PURE COPPER, WATERPROOF ETHERNET, TWISTE PAIR, CABLE REEL 4PAIR,8CORE,1000FT,SOLIDSouth Africa connector, Power cable, CCA, OFC,1.5Meter Power, Computer power cable, South Africa three-insert power cord, Connecter Wire, Lighting, Electrical Appliance WiringUTP FTP SFTP POWER CABLE，PURE COPPER, WATERPROOF ETHERNET, TWISTE PAIR, CABLE REEL, COPPER CABLE,ETHERNET PORT,,RJ45 LAN, ULTRA THIN ETHERNET, ELECTRICAL CABLE,ETHERNET CABLE, CAT5,CAT5E,CAT6 CAT6E NETWORK CABLE COMMUNICATION CAB, NETWORK CABLE, HIGH SPEED COMPUTER CABLE CCA/CCAM/BC，POE，FLUKE TEST, STANDARD, 4PAIR,8CORE,1000FT,SOLID, STRANDRED, WIFI,ROUTER,HIGH SPEED TRANSMISSION, FACTORY, MANUFACTURER"
"Guangdong Yuguang Imports and Exports Group Co., Ltd.",China,Dongguan,"3/F,YUGUANG FINANCIAL CENTER, NO.5 BUILDING,YUGUANG FOREIGN TRADE INDUSTRIAL PARK, QIANTOU,EAST TOWN, DONGGUAN CITY,Dongguan,Guangdong,China",http://www.yg0769.com,"Hotel table lamp, office table lamp, metal table lamp, minimalist table lampLED táidēng, shuāng tóu táidēng, xuéxí táidēng, bàngōng táidēng 20/5000 LED desk lamp, double-headed desk lamp, study desk lamp, office desk lamp"
"Guangdong Zhicheng Champion Group Co.,Ltd.",China,Dongguan,"Tianxin Industrial Zone, Tangxia Town, Dongguan City, Guangdong P.R.China. 523718,Dongguan,Guangdong,China",http://www.zhicheng-champion.com,"lithium battery，stacked battery system,stacked energy storage,lithium battery pack,home storage battery,energy storage battery,51.2 V battery,lifepo4 batterychampion battery,51.2v battery,100ah battery,lithium battery,All-in-one batterylithium battery，lithium ion battery,lead acid replacement battey,battery with charger,deep cycle battery,25.6v lithium battery"
"GUANGXI  MAOLIDA TRADING AND DEVELOPMENT CO., LTD.",China,Qinzhou,"QINZHOUWAN AVENUE, QINZHOU, GUANGXI,Qinzhou,Guangxi,China", Chungman ,lightBallastlight
"GUANGXI BOBAI XINHE HOME DECORATION CO.,LTD.",China,Yulin,"Shuangpu, Jiulong village, Bobai, 537600, Yulin, Guangxi, China,Bobai County,Yulin,Guangxi,China",http://www.xinhegx.com,"Woven Pendant Lampshade , lampshadeWoven Pendant Lampshade , lampshadelampshade, plastic rattan lampshade, handwoven lamp"
"Guangxi Dikai Science & Technology Co.,Ltd",China,Nanning,"NO.28 ZHENHUA ROAD, KEYUAN AVE.NANNING,GUANGXI,CHINA,Nanning,Guangxi,China",http://www.dikai.com.cn,"DKPV Combiner Box,DC Combination Lock Box,2 4 6 8 12 stringsDK"
"Guangxi Free Trade Test Zone HeXin Supply Chain Management Co., Ltd",China,Qinzhou,"Room 103,1/F, Gulf of Tonkin International Gateway Port Shipping Service Center, No. 1,8Th Street, bonded port area, Qinzhou Port Area, China (Guangxi) pilot free trade zone,Qinzhou,Guangxi,China",,"Table top design,portable and can use in different, Soft touch control and LED displaydesign patent item,  low noise,  good cooling systemPortable design, Soft touch control, high temperature resistanc"
"Guangxi Jiayou Power Technology Co., LTD.",China,Nanning,"NO.3 Dingqiu Road ,Shajing Street, Jiannan District,Nanning ,Guangxi,China,Nanning,Guangxi,China",www.jiayoucable.com,Shielded Control CablesFire Resistant Cablesflat cable
"Guangxi Lifetime Cable Co., Ltd",China,Nanning,"NO.2 Gaoxin 2nd Road,Xixiangtang District, Nanning City, Guangxi Province,China.,Nanning,Guangxi,China",http://www.lifetimecables.com/,"电线 家用电线 BV 布电线 家装电线  Electric wire household electric wire BV cloth electric wire household electric wireoverhead cable,ABC cable,Aerial Bundle CableCat5,Cat5 lan cable, cat5 cable"
"GuangXi QunXing Cable Co.,Ltd",China,Guigang,"NO. 578 SHILING ROAD, GANGBEI DISTRICT GUIGANG GUANGXI CHINA,Guigang,Guangxi,China",http://www.gxqunxing.com.cn,"Medium voltage cable, 8.7/15 kV power cable, 3-core medium and high voltage power cableMedium voltage cable, 8.7/15 kV power cable, 3-core medium and high voltage power cableXLPE CABLE, COPPER CABLE, Cu conductor power cable, 0.6/1kV copper cable"
"Guangxi Zhongwang Technology Co., Ltd.",China,Nanning,"Room 1007. Floor 10, Unit B, Fengling Qilinbao,No. 11,Guiya Road,Qingxiu District, Nanning City,Qingxiu District,Nanning,Guangxi,China",https://www.ecolitron.com,"Rack Mounted Telecom ESS Battery Module ( 5120Wh )Portable Power Stations,Solar Generators,UPS Power Supply,1200W Portable Power Station,Solar Generators 1200W，Solar Charging Battery 1200W，Solar Charging Battery，Power Station 1200W,Power Station,Power Supply,Outdoor Power,Camping PowerWall-mounted 5Kw 10Kw Lithium Battery 24V 48V 50Ah 100Ah 150Ah Solar 200Ah Lifepo4 Battery Pack"
"GUANGZHOU ANHORN INDUSTRIAL DEVELOPMENT CO., LTD.",China,Guangzhou,"4/F DONGJI WEI COMMERCIAL CENTER, ER DONGJIWEI (G105) LUOPU ST, PANYU DISTRICT,ST.,,Guangzhou,Guangdong,China",http://www.anhornlighting.com,"solar powet; DC charging;Portable; LED flood lightHigh brighness，Aluminum housing, good heat dissipation performanceLED SOLAR LIGHT, LED NEW SOLAR LIGHTING PRODUCT, LED NEW SOLAR STREET LIGHT"
"GUANGZHOU BLUESWIFT ELECTRIC CO.,LTD",China,Guangzhou,"ROOM 1505, BUILDING 2, RUIFENG PLAZA, NO.4 RUIFENG 3RD STREET, HUANGPU DISTRICT, GUANGZHOU,CHINA,Guangzhou,Guangdong,China",http://www.bsele.com,"Led Linear,Linear Light,tube LightLed Light Bulb Rgb,Color Changing Rgb Light Bulb,Ir Remote Control Bulbpar30 led light,spot led light,spot light"
